Marca temporal,Edad:,Género,Tipo de colegio,Facultad,Carrera ,Carrera,Carrera,Carrera,Carrera,Año de carrera,Rendimiento académico general,Rendimiento académico último cuatrimestre,¿Cuántas horas duermes? (en periodo de exámenes),¿Cuántas horas duermes? (excluyendo periodo de exámenes),¿Cuántas horas de ocio? (en periodo de exámenes),¿Cuántas horas de ocio tienes? (excluyendo periodo de exámenes),¿Cuántas horas de estudio independiente? (excluyendo periodo de exámenes),¿Cuántas horas de estudio independiente? (en periodo de exámenes),¿Cómo de saludables definirías tus hábitos nutricionales?,¿Cuán activa definirías tu vida social?,¿Cuál es tu situación doméstica?,¿Cuál es tu situación laboral?,¿Consideras que tienes estrés?,¿Tomas alguna medida para combatir tu estrés?,¿Cuántas veces sales de fiesta al mes? (sin período de exámenes),¿Cuántas veces a la semana haces deporte? (sin estar en período de exámenes),Hobbies,¿Tienes pareja estable?,¿Cuánto tiempo pasas con tu pareja? (en período de exámenes),¿Cuánto tiempo pasas con tu pareja? (sin estar en período de exámenes)
13/05/2022 12:03:49,27,Hombre,Público,Ciencias,,Química,,,,Cuarto año,Entre 5 y 6,Entre 5 y 6,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,entre 4 y 5 horas diarias,entre 3 y 4 horas diarias,6,6,Vivo en un piso compartido,Trabajo en verano,Sí,No,Salgo de fiesta una o dos veces al mes,1 o 2 veces por semana,"Bailar, Bricolaje/Jardinería, Cocina, Teatro, Ver películas",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
13/05/2022 12:04:58,22,Hombre,Público,Ciencias,,Química,,,,Cuarto año,Entre 6 y 7,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 4 y 5 horas diarias,entre 6 y 7 horas diarias,6,7,Vivo en un piso compartido,Trabajo en verano,Sí,No,Nunca o casi nunca salgo de fiesta,Casi nunca/No hago deporte,"Escuchar música, Leer, Ver películas, Videojuegos",Si,Entre 6 y 8 horas diarias,Entre 4 y 6 horas diarias
13/05/2022 12:05:09,20,Mujer,Público,Ciencias,,Química,,,,Tercer año,Entre 7 y 8,Entre 7 y 8,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,6,5,Vivo con mis padres,Trabajo de manera esporádica,Sí,No,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Dibujar, Escuchar música, Leer, Ver películas, Videojuegos",Si,Entre 6 y 8 horas diarias,Entre 6 y 8 horas diarias
13/05/2022 12:07:02,,No binario,Concertado,Filosofía y Letras,,,,Lengua y Literatura española,,Cuarto año,Entre 6 y 7,Entre 5 y 6,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 5 y 6 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,4,8,Vivo con mis padres,Trabajo de manera esporádica,Sí,Si,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Dibujar, Escuchar música, Ver películas, Videojuegos",Si,Entre 4 y 6 horas diarias,Entre 4 y 6 horas diarias
13/05/2022 12:13:56,18,Hombre,Público,Filosofía y Letras,,,,Filosofía,,Primer año,Entre 6 y 7,Entre 6 y 7,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,8,8,Vivo con mis padres,No tengo trabajo,No,,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Cocina, Escuchar música, Leer, Ver películas, Videojuegos",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
13/05/2022 12:21:17,24,Hombre,Concertado,EPS,,,,,Ingeniería Informática,Cuarto año,Entre 6 y 7,Entre 6 y 7,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,entre 1 y 2 horas diarias,más de 8 horas diarias,6,6,Vivo con mis padres,Trabajo en verano,Sí,Si,Salgo de fiesta una o dos veces al mes,1 o 2 veces por semana,"Escuchar música, Ver películas, Videojuegos",Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
13/05/2022 12:21:18,21,Hombre,Concertado,EPS,,,,,Ingeniería Informática,Tercer año,Entre 6 y 7,Entre 6 y 7,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 2 y 3 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 6 y 7 horas diarias,9,7,Vivo en un piso compartido,Trabajo en verano,Sí,No,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Cocina, Escuchar música, Leer, Ver películas, Videojuegos",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
13/05/2022 12:25:39,23,Hombre,Público,EPS,,,,,Ingeniería Informática,Quinto año,Entre 6 y 7,Entre 5 y 6,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,8,8,Vivo con mis padres,Trabajo en verano,No,,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Escuchar música, Ver películas, Videojuegos",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
13/05/2022 12:25:49,25,Hombre,Concertado,EPS,,,,,Ingeniería Informática,Cuarto año,Entre 6 y 7,Entre 7 y 8,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,8,7,Vivo solo,Trabajo de manera esporádica,No,,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Cocina, Ver películas",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
13/05/2022 12:29:08,22,Hombre,Concertado,EPS,,,,,Ingeniería Informática,Quinto año,Entre 6 y 7,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 4 y 5 horas diarias,7,9,Vivo con mis padres,No tengo trabajo,Tal vez,No,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Ver películas, Videojuegos",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
13/05/2022 12:37:49,21,Hombre,Concertado,Economía y Empresa,Administración de Empresas,,,,,Cuarto año,Entre 7 y 8,Entre 8 y 9,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,entre 5 y 6 horas diarias,6,8,Vivo con mis padres,No tengo trabajo,Tal vez,No,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Escuchar música, Ver películas, Videojuegos",Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
13/05/2022 12:42:44,22,Mujer,Concertado,EPS,,,,,Matemáticas,Quinto año,Entre 7 y 8,Entre 6 y 7,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,7,5,Vivo con mis padres,Trabajo de manera esporádica,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Cocina, Dibujar, Escuchar música, Fotografía, Instrumento musical, Ver películas",Si,Menos de 2 horas diarias,Menos de 2 horas diarias
13/05/2022 12:48:24,20,Hombre,Público,EPS,,,,,Matemáticas,Tercer año,Entre 6 y 7,Entre 7 y 8,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,6,6,Vivo con mis padres,No tengo trabajo,Sí,Si,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Escuchar música, Videojuegos",Si,Menos de 2 horas diarias,Menos de 2 horas diarias
13/05/2022 12:52:29,24,Mujer,Concertado,EPS,,,,,Matemáticas,Cuarto año,Entre 6 y 7,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,7,7,Vivo con mis padres,No tengo trabajo,Sí,No,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Bailar, Leer, Ver películas",Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
13/05/2022 13:09:45,19,Hombre,Concertado,EPS,,,,,Ingeniería Informática,Tercer año,Entre 7 y 8,Entre 7 y 8,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,entre 3 y 4 horas diarias,entre 4 y 5 horas diarias,6,5,Vivo con mis padres,Tengo trabajo estable,Sí,No,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Escuchar música, Leer, Videojuegos",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
13/05/2022 13:12:19,21,Hombre,Público,EPS,,,,,Ingeniería Informática,Tercer año,Entre 8 y 9,Entre 7 y 8,entre 7 y 8 horas diarias,entre 8 y 9 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 3 y 4 horas diarias,6,7,Vivo en un piso compartido,Trabajo en verano,No,,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Cocina, Escuchar música, Leer, Videojuegos",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
13/05/2022 14:01:00,21,Mujer,Público,EPS,,,,,Edificación,Tercer año,Entre 5 y 6,Entre 5 y 6,entre 5 y 6 horas diarias,entre 5 y 6 horas diarias,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,6,6,Vivo con mis padres,Tengo trabajo estable,Sí,NS/NC,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Bailar, Coser/ganchillo, Cocina, Dibujar, Escuchar música, Fotografía, Leer, Ver películas",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
13/05/2022 14:08:56,20,Mujer,Concertado,Filosofía y Letras,,,,Estudios Ingleses,,Tercer año,Entre 8 y 9,Entre 9 y 10,entre 6 y 7 horas diarias,entre 8 y 9 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,entre 4 y 5 horas diarias,más de 8 horas diarias,4,3,Vivo con mis padres,Trabajo en verano,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Bailar, Dibujar, Escuchar música, Instrumento musical, Leer, Ver películas",Si,Menos de 2 horas diarias,8 o más horas diarias
13/05/2022 14:36:16,22,Hombre,Público,EPS,,,,,Matemáticas,Quinto año,Entre 6 y 7,Entre 6 y 7,entre 5 y 6 horas diarias,entre 6 y 7 horas diarias,entre 3 y 4 horas diarias,entre 5 y 6 horas diarias,entre 2 y 3 horas diarias,entre 4 y 5 horas diarias,5,7,Vivo con mis padres,Tengo trabajo estable,Sí,No,Nunca o casi nunca salgo de fiesta,5 o más,,Si,Menos de 2 horas diarias,Menos de 2 horas diarias
13/05/2022 20:12:34,27,Mujer,Concertado,EPS,,,,,Matemáticas,Más de cinco años,Entre 5 y 6,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 4 y 5 horas diarias,entre 4 y 5 horas diarias,entre 1 y 2 horas diarias,entre 7 y 8 horas diarias,8,6,Vivo solo,Trabajo de manera esporádica,Sí,No,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Bailar, Cocina, Escuchar música, Ver películas",Si,8 o más horas diarias,8 o más horas diarias
16/05/2022 13:57:50,21,Mujer,Concertado,Economía y Empresa,Doble grado de AdE y Economía,,,,,Segundo año,Entre 5 y 6,Entre 5 y 6,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 7 y 8 horas diarias,5,7,Vivo en un piso compartido,No tengo trabajo,No,,Salgo de fiesta una o dos veces al mes,1 o 2 veces por semana,"Cocina, Escuchar música, Fotografía, Ver películas",Si,Menos de 2 horas diarias,8 o más horas diarias
17/05/2022 9:23:10,19,Hombre,Público,Educación,,,Psicología,,,Segundo año,Entre 8 y 9,Entre 7 y 8,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,8,8,Vivo con mis padres,No tengo trabajo,No,,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Cocina, Escuchar música, Instrumento musical, Leer, Meditación/Yoga",Si,8 o más horas diarias,8 o más horas diarias
17/05/2022 9:26:38,19,Mujer,Público,Educación,,,Psicología,,,Segundo año,Entre 7 y 8,Entre 6 y 7,entre 7 y 8 horas diarias,entre 8 y 9 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 5 y 6 horas diarias,10,7,Vivo con mis padres,No tengo trabajo,No,,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Coser/ganchillo, Escuchar música, Instrumento musical, Meditación/Yoga, Teatro",Si,Entre 6 y 8 horas diarias,Menos de 2 horas diarias
17/05/2022 11:35:14,24,Mujer,Público,Educación,,,Psicología,,,Segundo año,Entre 8 y 9,Entre 8 y 9,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,entre 5 y 6 horas diarias,entre 5 y 6 horas diarias,9,4,Vivo con mis padres,Tengo trabajo estable,Sí,Si,Nunca o casi nunca salgo de fiesta,5 o más,"Escuchar música, Leer, Meditación/Yoga, Ver películas",Si,Menos de 2 horas diarias,8 o más horas diarias
17/05/2022 14:08:04,19,Hombre,Público,Educación,,,Educación primaria,,,Segundo año,Entre 7 y 8,Entre 7 y 8,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,más de 8 horas diarias,entre 2 y 3 horas diarias,entre 5 y 6 horas diarias,5,7,Vivo con mis padres,No tengo trabajo,Tal vez,NS/NC,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Cocina, Dibujar, Instrumento musical, Leer, Ver películas",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
17/05/2022 14:08:06,23,Hombre,Concertado,Educación,,,Educación infantil,,,Cuarto año,Entre 7 y 8,Entre 8 y 9,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,entre 1 y 2 horas diarias,entre 5 y 6 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,10,7,Vivo con mis padres,Trabajo en verano,No,,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Cocina, Escuchar música, Ver películas, Videojuegos",Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
17/05/2022 14:24:34,,Hombre,Público,Economía y Empresa,Doble grado de AdE y Economía,,,,,Tercer año,Entre 5 y 6,Menor que 4,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,9,7,Vivo con mis padres,Trabajo en verano,No,,Nunca o casi nunca salgo de fiesta,5 o más,Cocina,Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
17/05/2022 14:25:49,19,Mujer,Público,Educación,,,Educación social,,,Primer año,Entre 6 y 7,Entre 6 y 7,entre 5 y 6 horas diarias,entre 8 y 9 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,7,8,Vivo con mis padres,Trabajo en verano,Sí,Si,Salgo de fiesta más de dos veces al mes,3 o 4 veces por semana,Ver películas,Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
17/05/2022 14:33:15,22,Hombre,Público,Educación,,,Educación social,,,Cuarto año,Entre 7 y 8,Entre 7 y 8,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,9,10,Vivo con mis padres,Trabajo en verano,No,,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,Escuchar música,Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
17/05/2022 14:45:31,21,Mujer,Público,Filosofía y Letras,,,,Trabajo Social,,Cuarto año,Entre 7 y 8,Entre 7 y 8,entre 7 y 8 horas diarias,entre 8 y 9 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 5 y 6 horas diarias,8,8,Vivo con mis padres,No tengo trabajo,No,,Salgo de fiesta más de dos veces al mes,1 o 2 veces por semana,"Bailar, Cocina, Escuchar música, Ver películas",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
17/05/2022 14:45:32,22,Hombre,Público,Economía y Empresa,Economía,,,,,Quinto año,Entre 6 y 7,Entre 7 y 8,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,6,8,Vivo con mis padres,Trabajo de manera esporádica,No,,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Escuchar música, Ver películas",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
17/05/2022 14:57:24,22,Hombre,Concertado,Economía y Empresa,Economía,,,,,Segundo año,Entre 5 y 6,Entre 5 y 6,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,8,8,Vivo con mis padres,Trabajo de manera esporádica,No,,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Escuchar música, Videojuegos",Si,Entre 4 y 6 horas diarias,Entre 4 y 6 horas diarias
17/05/2022 15:07:18,19,Hombre,Público,Economía y Empresa,Administración de Empresas,,,,,Primer año,Entre 5 y 6,Entre 4 y 5,más de 9 horas diarias,más de 9 horas diarias,entre 2 y 3 horas diarias,entre 4 y 5 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,9,10,Vivo en un piso compartido,No tengo trabajo,Sí,No,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Escuchar música, Fotografía, Leer, Meditación/Yoga",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
17/05/2022 15:08:32,18,Mujer,Público,Economía y Empresa,Administración de Empresas,,,,,Primer año,Entre 6 y 7,Entre 5 y 6,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 2 y 3 horas diarias,entre 5 y 6 horas diarias,7,6,Vivo con mis padres,Busco trabajo de manera activa,Sí,Si,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Dibujar, Escuchar música, Leer, Ver películas",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
17/05/2022 15:12:45,19,Mujer,Público,Educación,,,Educación primaria,,,Segundo año,Entre 8 y 9,Entre 8 y 9,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,menos de 1 hora diaria,más de 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,6,10,Vivo en un piso compartido,No tengo trabajo,Sí,No,Salgo de fiesta más de dos veces al mes,Casi nunca/No hago deporte,"Escuchar música, Fotografía, Leer, Ver películas, Videojuegos",Si,8 o más horas diarias,8 o más horas diarias
17/05/2022 15:12:46,20,Mujer,Público,Educación,,,Educación primaria,,,Tercer año,Entre 8 y 9,Entre 8 y 9,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,menos de 1 hora diaria,entre 6 y 7 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,6,10,Vivo en un piso compartido,No tengo trabajo,Sí,NS/NC,Salgo de fiesta más de dos veces al mes,Casi nunca/No hago deporte,"Escuchar música, Fotografía, Leer, Ver películas",Si,8 o más horas diarias,8 o más horas diarias
17/05/2022 15:19:05,21,Mujer,Público,Economía y Empresa,Economía,,,,,Tercer año,Entre 6 y 7,Entre 6 y 7,entre 5 y 6 horas diarias,entre 8 y 9 horas diarias,entre 1 y 2 horas diarias,entre 6 y 7 horas diarias,entre 4 y 5 horas diarias,entre 7 y 8 horas diarias,7,7,Vivo con mis padres,No tengo trabajo,Sí,No,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Cocina, Escuchar música, Fotografía, Ver películas, Videojuegos",Si,Entre 6 y 8 horas diarias,8 o más horas diarias
17/05/2022 15:19:18,20,Mujer,Concertado,Economía y Empresa,Administración de Empresas,,,,,Tercer año,Entre 6 y 7,Entre 6 y 7,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,entre 5 y 6 horas diarias,6,7,Vivo con mis padres,No tengo trabajo,Tal vez,No,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Escuchar música, Fotografía, Leer, Ver películas",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
17/05/2022 19:15:20,22,Hombre,Concertado,Educación,,,Psicología,,,Cuarto año,Entre 5 y 6,Entre 4 y 5,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 4 y 5 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,7,8,Vivo en un piso compartido,No tengo trabajo,No,,Salgo de fiesta más de dos veces al mes,1 o 2 veces por semana,"Escuchar música, Ver películas",Si,Menos de 2 horas diarias,8 o más horas diarias
